id,prefecture_id,city_en,city_ja,special_district_ja
01486,01,"Enbetsu, Hokkaido",遠別町,
01487,01,"Teshio, Hokkaido",天塩町,
01511,01,"Sarufutsu, Hokkaido",猿払村,
01512,01,"Hamatonbetsu, Hokkaido",浜頓別町,
01513,01,"Nakatonbetsu, Hokkaido",中頓別町,
01514,01,"Esashi, Hokkaido (Sōya)",枝幸町,
01516,01,"Toyotomi, Hokkaido",豊富町,
01517,01,"Rebun, Hokkaido",礼文町,
01518,01,"Rishiri, Hokkaido",利尻町,
01519,01,"Rishirifuji, Hokkaido",利尻富士町,
01520,01,"Horonobe, Hokkaido",幌延町,
01543,01,"Bihoro, Hokkaido",美幌町,
01544,01,"Tsubetsu, Hokkaido",津別町,
01545,01,"Shari, Hokkaido",斜里町,
01546,01,"Kiyosato, Hokkaido",清里町,
01547,01,"Koshimizu, Hokkaido",小清水町,
01549,01,"Kunneppu, Hokkaido",訓子府町,
01550,01,"Oketo, Hokkaido",置戸町,
01552,01,"Saroma, Hokkaido",佐呂間町,
01555,01,"Engaru, Hokkaido",遠軽町,
01559,01,"Yūbetsu, Hokkaido",湧別町,
01560,01,"Takinoue, Hokkaido",滝上町,
01561,01,"Okoppe, Hokkaido",興部町,
01562,01,"Nishiokoppe, Hokkaido",西興部村,
01563,01,"Ōmu, Hokkaido",雄武町,
01564,01,"Ōzora, Hokkaido",大空町,
01571,01,"Toyoura, Hokkaido",豊浦町,
01575,01,"Sōbetsu, Hokkaido",壮瞥町,
01578,01,"Shiraoi, Hokkaido",白老町,
01581,01,"Atsuma, Hokkaido",厚真町,
01584,01,"Tōyako, Hokkaido",洞爺湖町,
01585,01,"Abira, Hokkaido",安平町,
01586,01,"Mukawa, Hokkaido",むかわ町,
01601,01,"Hidaka, Hokkaido",日高町,
01602,01,"Biratori, Hokkaido",平取町,
01604,01,"Niikappu, Hokkaido",新冠町,
01607,01,"Urakawa, Hokkaido",浦河町,
01608,01,"Samani, Hokkaido",様似町,
01609,01,"Erimo, Hokkaido",えりも町,
01610,01,"Shinhidaka, Hokkaido",新ひだか町,
01631,01,"Otofuke, Hokkaido",音更町,
01632,01,"Shihoro, Hokkaido",士幌町,
01633,01,"Kamishihoro, Hokkaido",上士幌町,
01634,01,"Shikaoi, Hokkaido",鹿追町,
01635,01,"Shintoku, Hokkaido",新得町,
01636,01,"Shimizu, Hokkaido",清水町,
01637,01,"Memuro, Hokkaido",芽室町,
01638,01,"Nakasatsunai, Hokkaido",中札内村,
01639,01,"Sarabetsu, Hokkaido",更別村,
01641,01,"Taiki, Hokkaido",大樹町,
01642,01,"Hiroo, Hokkaido",広尾町,
01643,01,"Makubetsu, Hokkaido",幕別町,
01644,01,"Ikeda, Hokkaido",池田町,
01645,01,"Toyokoro, Hokkaido",豊頃町,
01646,01,"Honbetsu, Hokkaido",本別町,
01647,01,"Ashoro, Hokkaido",足寄町,
01648,01,"Rikubetsu, Hokkaido",陸別町,
01649,01,"Urahoro, Hokkaido",浦幌町,
01661,01,Kushiro (town),釧路町,
01662,01,"Akkeshi, Hokkaido",厚岸町,
01663,01,"Hamanaka, Hokkaido",浜中町,
01664,01,"Shibecha, Hokkaido",標茶町,
01665,01,"Teshikaga, Hokkaido",弟子屈町,
01667,01,Tsurui,鶴居村,
01668,01,"Shiranuka, Hokkaido",白糠町,
01691,01,"Betsukai, Hokkaido",別海町,
01692,01,"Nakashibetsu, Hokkaido",中標津町,
01693,01,"Shibetsu, Hokkaido (Nemuro)",標津町,
01694,01,"Rausu, Hokkaido",羅臼町,
01695,01,"Shikotan, Hokkaido",色丹村,
01696,01,"Tomari, Hokkaido",泊村,
01697,01,,留夜別村,
01698,01,"Rubetsu, Hokkaido",留別村,
01699,01,"Shana, Hokkaido",紗那村,
01700,01,,蘂取村,
02201,02,Aomori,青森市,
02202,02,Hirosaki,弘前市,
02203,02,Hachinohe,八戸市,
02204,02,"Kuroishi, Aomori",黒石市,
02205,02,Goshogawara,五所川原市,
02206,02,Towada,十和田市,
02207,02,"Misawa, Aomori",三沢市,
02208,02,"Mutsu, Aomori",むつ市,
02209,02,"Tsugaru, Aomori",つがる市,
02210,02,"Hirakawa, Aomori",平川市,
02301,02,Hiranai,平内町,
02303,02,Imabetsu,今別町,
02304,02,Yomogita,蓬田村,
02307,02,Sotogahama,外ヶ浜町,
02321,02,"Ajigasawa, Aomori",鰺ヶ沢町,
02323,02,Fukaura,深浦町,
02343,02,Nishimeya,西目屋村,
02361,02,"Fujisaki, Aomori",藤崎町,
02362,02,"Ōwani, Aomori",大鰐町,
02367,02,"Inakadate, Aomori",田舎館村,
02381,02,"Itayanagi, Aomori",板柳町,
02384,02,"Tsuruta, Aomori",鶴田町,
02387,02,Nakadomari,中泊町,
02401,02,Noheji,野辺地町,
02402,02,Shichinohe,七戸町,
02405,02,Rokunohe,六戸町,
02406,02,"Yokohama, Aomori",横浜町,
02408,02,"Tōhoku, Aomori",東北町,
02411,02,Rokkasho,六ヶ所村,
02412,02,Oirase,おいらせ町,
02423,02,Ōma,大間町,
02424,02,Higashidōri,東通村,
02425,02,Kazamaura,風間浦村,
02426,02,"Sai, Aomori",佐井村,
02441,02,Sannohe,三戸町,
02442,02,Gonohe,五戸町,
02443,02,Takko,田子町,
02445,02,"Nanbu, Aomori",南部町,
02446,02,Hashikami,階上町,
02450,02,"Shingō, Aomori",新郷村,
03201,03,Morioka,盛岡市,
03202,03,"Miyako, Iwate",宮古市,
03203,03,Ōfunato,大船渡市,
03205,03,"Hanamaki, Iwate",花巻市,
03206,03,"Kitakami, Iwate",北上市,
03207,03,"Kuji, Iwate",久慈市,
03208,03,"Tōno, Iwate",遠野市,
03209,03,"Ichinoseki, Iwate",一関市,
03210,03,"Rikuzentakata, Iwate",陸前高田市,
03211,03,"Kamaishi, Iwate",釜石市,
03213,03,"Ninohe, Iwate",二戸市,
03214,03,"Hachimantai, Iwate",八幡平市,
03215,03,"Ōshū, Iwate",奥州市,
03216,03,"Takizawa, Iwate",滝沢市,
03301,03,Shizukuishi,雫石町,
03302,03,"Kuzumaki, Iwate",葛巻町,
03303,03,"Iwate, Iwate",岩手町,
03321,03,"Shiwa, Iwate",紫波町,
03322,03,"Yahaba, Iwate",矢巾町,
03366,03,Nishiwaga,西和賀町,
03381,03,"Kanegasaki, Iwate",金ケ崎町,
03402,03,Hiraizumi,平泉町,
03441,03,"Sumita, Iwate",住田町,
03461,03,"Ōtsuchi, Iwate",大槌町,
03482,03,"Yamada, Iwate",山田町,
03483,03,"Iwaizumi, Iwate",岩泉町,
03484,03,"Tanohata, Iwate",田野畑村,
03485,03,"Fudai, Iwate",普代村,
03501,03,"Karumai, Iwate",軽米町,
03503,03,"Noda, Iwate",野田村,
03506,03,"Kunohe, Iwate",九戸村,
03507,03,"Hirono, Iwate",洋野町,
03524,03,"Ichinohe, Iwate",一戸町,
04100,04,Sendai,仙台市,
04101,04,"Aoba-ku, Sendai",仙台市,青葉区
04102,04,"Miyagino-ku, Sendai",仙台市,宮城野区
04103,04,"Wakabayashi-ku, Sendai",仙台市,若林区
04104,04,"Taihaku-ku, Sendai",仙台市,太白区
04105,04,"Izumi-ku, Sendai",仙台市,泉区
04202,04,Ishinomaki,石巻市,
04203,04,Shiogama,塩竈市,
04205,04,Kesennuma,気仙沼市,
04206,04,"Shiroishi, Miyagi",白石市,
04207,04,"Natori, Miyagi",名取市,
04208,04,"Kakuda, Miyagi",角田市,
04209,04,Tagajō,多賀城市,
04211,04,Iwanuma,岩沼市,
04212,04,"Tome, Miyagi",登米市,
04213,04,"Kurihara, Miyagi",栗原市,
04214,04,Higashimatsushima,東松島市,
04215,04,"Ōsaki, Miyagi",大崎市,
04216,04,"Tomiya, Miyagi",富谷市,
04301,04,"Zaō, Miyagi",蔵王町,
04302,04,"Shichikashuku, Miyagi",七ヶ宿町,
04321,04,"Ōgawara, Miyagi",大河原町,
04322,04,"Murata, Miyagi",村田町,
04323,04,"Shibata, Miyagi",柴田町,
04324,04,"Kawasaki, Miyagi",川崎町,
04341,04,"Marumori, Miyagi",丸森町,
04361,04,"Watari, Miyagi",亘理町,
04362,04,"Yamamoto, Miyagi",山元町,
04401,04,"Matsushima, Miyagi",松島町,
04404,04,Shichigahama,七ヶ浜町,
04406,04,Rifu,利府町,
04421,04,"Taiwa, Miyagi",大和町,
04422,04,"Ōsato, Miyagi",大郷町,
04424,04,"Ōhira, Miyagi",大衡村,
04444,04,"Shikama, Miyagi",色麻町,
04445,04,"Kami, Miyagi",加美町,
04501,04,Wakuya,涌谷町,
04505,04,"Misato, Miyagi",美里町,
04581,04,"Onagawa, Miyagi",女川町,
04606,04,Minamisanriku,南三陸町,
05201,05,Akita (city),秋田市,
05202,05,"Noshiro, Akita",能代市,
05203,05,"Yokote, Akita",横手市,
05204,05,Ōdate,大館市,
05206,05,"Oga, Akita",男鹿市,
05207,05,"Yuzawa, Akita",湯沢市,
05209,05,"Kazuno, Akita",鹿角市,
05210,05,Yurihonjō,由利本荘市,
05211,05,"Katagami, Akita",潟上市,
05212,05,"Daisen, Akita",大仙市,
05213,05,Kitaakita,北秋田市,
05214,05,"Nikaho, Akita",にかほ市,
05215,05,"Semboku, Akita",仙北市,
05303,05,"Kosaka, Akita",小坂町,
05327,05,Kamikoani,上小阿仁村,
05346,05,"Fujisato, Akita",藤里町,
05348,05,"Mitane, Akita",三種町,
05349,05,"Happō, Akita",八峰町,
05361,05,Gojōme,五城目町,
05363,05,"Hachirōgata, Akita",八郎潟町,
05366,05,"Ikawa, Akita",井川町,
05368,05,"Ōgata, Akita",大潟村,
05434,05,"Misato, Akita",美郷町,
05463,05,"Ugo, Akita",羽後町,
05464,05,"Higashinaruse, Akita",東成瀬村,
06201,06,Yamagata (city),山形市,
06202,06,"Yonezawa, Yamagata",米沢市,
06203,06,Tsuruoka,鶴岡市,
06204,06,"Sakata, Yamagata",酒田市,
06205,06,"Shinjō, Yamagata",新庄市,
06206,06,Sagae,寒河江市,
06207,06,Kaminoyama,上山市,
06208,06,"Murayama, Yamagata",村山市,
06209,06,"Nagai, Yamagata",長井市,
06210,06,"Tendō, Yamagata",天童市,
06211,06,Higashine,東根市,
06212,06,Obanazawa,尾花沢市,
06213,06,"Nan'yō, Yamagata",南陽市,
06301,06,"Yamanobe, Yamagata",山辺町,
06302,06,"Nakayama, Yamagata",中山町,
06321,06,"Kahoku, Yamagata",河北町,
06322,06,"Nishikawa, Yamagata",西川町,
06323,06,"Asahi, Yamagata (Nishimurayama)",朝日町,
06324,06,"Ōe, Yamagata",大江町,
06341,06,Ōishida,大石田町,
06361,06,"Kaneyama, Yamagata",金山町,
06362,06,"Mogami, Yamagata",最上町,
06363,06,"Funagata, Yamagata",舟形町,
06364,06,Mamurogawa,真室川町,
06365,06,"Ōkura, Yamagata",大蔵村,
06366,06,Sakegawa,鮭川村,
06367,06,"Tozawa, Yamagata",戸沢村,
06381,06,"Takahata, Yamagata",高畠町,
06382,06,"Kawanishi, Yamagata",川西町,
06401,06,"Oguni, Yamagata",小国町,
06402,06,Shirataka,白鷹町,
06403,06,"Iide, Yamagata",飯豊町,
06426,06,"Mikawa, Yamagata",三川町,
06428,06,"Shōnai, Yamagata",庄内町,
06461,06,Yuza,遊佐町,
07201,07,Fukushima (city),福島市,
07202,07,Aizuwakamatsu,会津若松市,
07203,07,Kōriyama,郡山市,
07204,07,"Iwaki, Fukushima",いわき市,
07205,07,"Shirakawa, Fukushima",白河市,
07207,07,"Sukagawa, Fukushima",須賀川市,
07208,07,"Kitakata, Fukushima",喜多方市,
07209,07,"Sōma, Fukushima",相馬市,
07210,07,"Nihonmatsu, Fukushima",二本松市,
07211,07,"Tamura, Fukushima",田村市,
07212,07,Minamisōma,南相馬市,
07213,07,"Date, Fukushima",伊達市,
07214,07,"Motomiya, Fukushima",本宮市,
07301,07,"Koori, Fukushima",桑折町,
07303,07,"Kunimi, Fukushima",国見町,
07308,07,"Kawamata, Fukushima",川俣町,
07322,07,"Ōtama, Fukushima",大玉村,
07342,07,"Kagamiishi, Fukushima",鏡石町,
07344,07,"Ten-ei, Fukushima",天栄村,
07362,07,"Shimogō, Fukushima",下郷町,
07364,07,"Hinoemata, Fukushima",檜枝岐村,
07367,07,"Tadami, Fukushima",只見町,
07368,07,Minamiaizu,南会津町,
07402,07,"Kitashiobara, Fukushima",北塩原村,
07405,07,"Nishiaizu, Fukushima",西会津町,
07407,07,"Bandai, Fukushima",磐梯町,
07408,07,Inawashiro,猪苗代町,
07421,07,Aizubange,会津坂下町,
07422,07,"Yugawa, Fukushima",湯川村,
07423,07,"Yanaizu, Fukushima",柳津町,
07444,07,"Mishima, Fukushima",三島町,
07445,07,"Kaneyama, Fukushima",金山町,
07446,07,"Shōwa, Fukushima",昭和村,
07447,07,Aizumisato,会津美里町,
07461,07,"Nishigō, Fukushima",西郷村,
07464,07,"Izumizaki, Fukushima",泉崎村,
07465,07,"Nakajima, Fukushima",中島村,
07466,07,"Yabuki, Fukushima",矢吹町,
07481,07,"Tanagura, Fukushima",棚倉町,
07482,07,"Yamatsuri, Fukushima",矢祭町,
07483,07,"Hanawa, Fukushima",塙町,
07484,07,"Samegawa, Fukushima",鮫川村,
07501,07,"Ishikawa, Fukushima",石川町,
07502,07,"Tamakawa, Fukushima",玉川村,
07503,07,"Hirata, Fukushima",平田村,
07504,07,"Asakawa, Fukushima",浅川町,
07505,07,"Furudono, Fukushima",古殿町,
07521,07,"Miharu, Fukushima",三春町,
07522,07,"Ono, Fukushima",小野町,
07541,07,"Hirono, Fukushima",広野町,
07542,07,"Naraha, Fukushima",楢葉町,
07543,07,"Tomioka, Fukushima",富岡町,
07544,07,"Kawauchi, Fukushima",川内村,
07545,07,"Ōkuma, Fukushima",大熊町,
07546,07,"Futaba, Fukushima",双葉町,
07547,07,"Namie, Fukushima",浪江町,
07548,07,"Katsurao, Fukushima",葛尾村,
07561,07,"Shinchi, Fukushima",新地町,
07564,07,"Iitate, Fukushima",飯舘村,
08201,08,"Mito, Ibaraki",水戸市,
08202,08,"Hitachi, Ibaraki",日立市,
08203,08,Tsuchiura,土浦市,
08204,08,"Koga, Ibaraki",古河市,
08205,08,"Ishioka, Ibaraki",石岡市,
08207,08,"Yūki, Ibaraki",結城市,
08208,08,"Ryūgasaki, Ibaraki",龍ケ崎市,
08210,08,"Shimotsuma, Ibaraki",下妻市,
08211,08,Jōsō,常総市,
08212,08,"Hitachiōta, Ibaraki",常陸太田市,
08214,08,"Takahagi, Ibaraki",高萩市,
08215,08,"Kitaibaraki, Ibaraki",北茨城市,
08216,08,"Kasama, Ibaraki",笠間市,
08217,08,"Toride, Ibaraki",取手市,
08219,08,"Ushiku, Ibaraki",牛久市,
08220,08,Tsukuba,つくば市,
08221,08,"Hitachinaka, Ibaraki",ひたちなか市,
08222,08,"Kashima, Ibaraki",鹿嶋市,
08223,08,"Itako, Ibaraki",潮来市,
08224,08,"Moriya, Ibaraki",守谷市,
08225,08,Hitachiōmiya,常陸大宮市,
08226,08,"Naka, Ibaraki",那珂市,
08227,08,Chikusei,筑西市,
08228,08,"Bandō, Ibaraki",坂東市,
08229,08,Inashiki,稲敷市,
08230,08,"Kasumigaura, Ibaraki",かすみがうら市,
08231,08,"Sakuragawa, Ibaraki",桜川市,
08232,08,Kamisu,神栖市,
08233,08,Namegata,行方市,
08234,08,"Hokota, Ibaraki",鉾田市,
08235,08,"Tsukubamirai, Ibaraki",つくばみらい市,
08236,08,Omitama,小美玉市,
08302,08,"Ibaraki, Ibaraki",茨城町,
08309,08,"Ōarai, Ibaraki",大洗町,
08310,08,"Shirosato, Ibaraki",城里町,
08341,08,"Tōkai, Ibaraki",東海村,
08364,08,"Daigo, Ibaraki",大子町,
08442,08,"Miho, Ibaraki",美浦村,
08443,08,"Ami, Ibaraki",阿見町,
08447,08,"Kawachi, Ibaraki",河内町,
08521,08,"Yachiyo, Ibaraki",八千代町,
08542,08,Goka,五霞町,
08546,08,"Sakai, Ibaraki",境町,
08564,08,"Tone, Ibaraki",利根町,
09201,09,Utsunomiya,宇都宮市,
09202,09,"Ashikaga, Tochigi",足利市,
09203,09,Tochigi (city),栃木市,
09204,09,"Sano, Tochigi",佐野市,
09205,09,"Kanuma, Tochigi",鹿沼市,
09206,09,Nikkō,日光市,
09208,09,"Oyama, Tochigi",小山市,
09209,09,"Mooka, Tochigi",真岡市,
09210,09,Ōtawara,大田原市,
09211,09,Yaita,矢板市,
09213,09,Nasushiobara,那須塩原市,
09214,09,"Sakura, Tochigi",さくら市,
09215,09,Nasukarasuyama,那須烏山市,
09216,09,"Shimotsuke, Tochigi",下野市,
09301,09,"Kaminokawa, Tochigi",上三川町,
09342,09,"Mashiko, Tochigi",益子町,
09343,09,"Motegi, Tochigi",茂木町,
09344,09,"Ichikai, Tochigi",市貝町,
09345,09,"Haga, Tochigi",芳賀町,
09361,09,"Mibu, Tochigi",壬生町,
09364,09,"Nogi, Tochigi",野木町,
09384,09,"Shioya, Tochigi",塩谷町,
09386,09,"Takanezawa, Tochigi",高根沢町,
09407,09,"Nasu, Tochigi",那須町,
09411,09,"Nakagawa, Tochigi",那珂川町,
10201,10,Maebashi,前橋市,
10202,10,Takasaki,高崎市,
10203,10,"Kiryū, Gunma",桐生市,
10204,10,Isesaki,伊勢崎市,
10205,10,"Ōta, Gunma",太田市,
10206,10,"Numata, Gunma",沼田市,
10207,10,"Tatebayashi, Gunma",館林市,
10208,10,"Shibukawa, Gunma",渋川市,
10209,10,"Fujioka, Gunma",藤岡市,
10210,10,"Tomioka, Gunma",富岡市,
10211,10,"Annaka, Gunma",安中市,
10212,10,"Midori, Gunma",みどり市,
10344,10,"Shintō, Gunma",榛東村,
10345,10,"Yoshioka, Gunma",吉岡町,
10366,10,"Ueno, Gunma",上野村,
10367,10,"Kanna, Gunma",神流町,
10382,10,"Shimonita, Gunma",下仁田町,
10383,10,"Nanmoku, Gunma",南牧村,
10384,10,"Kanra, Gunma",甘楽町,
10421,10,"Nakanojō, Gunma",中之条町,
10424,10,Naganohara,長野原町,
10425,10,Tsumagoi,嬬恋村,
10426,10,"Kusatsu, Gunma",草津町,
10428,10,"Takayama, Gunma",高山村,
10429,10,"Higashiagatsuma, Gunma",東吾妻町,
10443,10,"Katashina, Gunma",片品村,
10444,10,"Kawaba, Gunma",川場村,
10448,10,"Shōwa, Gunma",昭和村,
10449,10,"Minakami, Gunma",みなかみ町,
10464,10,Tamamura,玉村町,
10521,10,"Itakura, Gunma",板倉町,
10522,10,"Meiwa, Gunma",明和町,
10523,10,"Chiyoda, Gunma",千代田町,
10524,10,"Ōizumi, Gunma",大泉町,
10525,10,"Ōra, Gunma",邑楽町,
11100,11,Saitama (city),さいたま市,
11101,11,"Nishi-ku, Saitama",さいたま市,西区
11102,11,"Kita-ku, Saitama",さいたま市,北区
11103,11,"Ōmiya-ku, Saitama",さいたま市,大宮区
11104,11,"Minuma-ku, Saitama",さいたま市,見沼区
11105,11,"Chūō-ku, Saitama",さいたま市,中央区
11106,11,"Sakura-ku, Saitama",さいたま市,桜区
11107,11,"Urawa-ku, Saitama",さいたま市,浦和区
11108,11,"Minami-ku, Saitama",さいたま市,南区
11109,11,"Midori-ku, Saitama",さいたま市,緑区
11110,11,"Iwatsuki-ku, Saitama",さいたま市,岩槻区
11201,11,"Kawagoe, Saitama",川越市,
11202,11,Kumagaya,熊谷市,
11203,11,"Kawaguchi, Saitama",川口市,
11206,11,Gyōda,行田市,
11207,11,"Chichibu, Saitama",秩父市,
11208,11,"Tokorozawa, Saitama",所沢市,
11209,11,Hannō,飯能市,
11210,11,"Kazo, Saitama",加須市,
11211,11,"Honjō, Saitama",本庄市,
11212,11,"Higashimatsuyama, Saitama",東松山市,
11214,11,"Kasukabe, Saitama",春日部市,
11215,11,Sayama,狭山市,
11216,11,"Hanyū, Saitama",羽生市,
11217,11,Kōnosu,鴻巣市,
11218,11,"Fukaya, Saitama",深谷市,
11219,11,Ageo,上尾市,
11221,11,Sōka,草加市,
11222,11,Koshigaya,越谷市,
11223,11,"Warabi, Saitama",蕨市,
11224,11,"Toda, Saitama",戸田市,
11225,11,"Iruma, Saitama",入間市,
11227,11,"Asaka, Saitama",朝霞市,
11228,11,"Shiki, Saitama",志木市,
11229,11,"Wakō, Saitama",和光市,
11230,11,"Niiza, Saitama",新座市,
11231,11,"Okegawa, Saitama",桶川市,
11232,11,"Kuki, Saitama",久喜市,
11233,11,"Kitamoto, Saitama",北本市,
11234,11,"Yashio, Saitama",八潮市,
11235,11,"Fujimi, Saitama",富士見市,
11237,11,"Misato, Saitama (city)",三郷市,
11238,11,"Hasuda, Saitama",蓮田市,
11239,11,"Sakado, Saitama",坂戸市,
11240,11,"Satte, Saitama",幸手市,
11241,11,"Tsurugashima, Saitama",鶴ヶ島市,
11242,11,"Hidaka, Saitama",日高市,
11243,11,"Yoshikawa, Saitama",吉川市,
11245,11,"Fujimino, Saitama",ふじみ野市,
11246,11,"Shiraoka, Saitama",白岡市,
11301,11,"Ina, Saitama",伊奈町,
11324,11,"Miyoshi, Saitama",三芳町,
11326,11,"Moroyama, Saitama",毛呂山町,
11327,11,"Ogose, Saitama",越生町,
11341,11,"Namegawa, Saitama",滑川町,
11342,11,"Ranzan, Saitama",嵐山町,
11343,11,"Ogawa, Saitama",小川町,
11346,11,"Kawajima, Saitama",川島町,
11347,11,"Yoshimi, Saitama",吉見町,
11348,11,"Hatoyama, Saitama",鳩山町,
11349,11,"Tokigawa, Saitama",ときがわ町,
11361,11,"Yokoze, Saitama",横瀬町,
11362,11,"Minano, Saitama",皆野町,
11363,11,"Nagatoro, Saitama",長瀞町,
11365,11,"Ogano, Saitama",小鹿野町,
11369,11,"Higashichichibu, Saitama",東秩父村,
11381,11,"Misato, Saitama (town)",美里町,
11383,11,"Kamikawa, Saitama",神川町,
11385,11,"Kamisato, Saitama",上里町,
